num_nodes,mean_degree,corrupt_ratio,topology,metric,trials,alternative_mean,er_mean,paired_mean_difference,ci_low,ci_high,equivalence_margin,equivalent_within_margin,direction
100,4,0.9,small_world,direct_recovery_rate,100,0.384,0.33199999999999996,0.052000000000000005,0.0009999999999999998,0.10100000000000002,0.05,False,higher_than_er
100,4,0.9,small_world,hssp_eligible_rate,100,0.6150000000000001,0.6559999999999999,-0.04100000000000001,-0.09000000000000002,0.01,0.05,False,overlaps_er
100,4,0.9,small_world,hssp_rank_attackable_rate,100,0.996,0.9880000000000001,0.007999999999999997,-0.001000000000000003,0.01602499999999986,0.05,True,overlaps_er
100,4,0.9,small_world,hlcp_rank_attackable_rate,100,0.996,0.9880000000000001,0.007999999999999997,-0.0020000000000000018,0.016999999999999994,0.05,True,overlaps_er
100,4,0.9,small_world,hssp_tractable_attackable_rate,100,0.996,0.9880000000000001,0.007999999999999997,-0.002000000000000003,0.01602499999999986,0.05,True,overlaps_er
100,4,0.9,small_world,max_core_fraction,100,0.33299999999999996,0.49200000000000005,-0.159,-0.20800000000000002,-0.111,0.05,False,lower_than_er
200,4,0.1,small_world,direct_recovery_rate,100,0.00016666666666666666,0.0073333333333333315,-0.007166666666666666,-0.008611111111111111,-0.005888888888888888,0.05,True,lower_than_er
200,4,0.1,small_world,hssp_eligible_rate,100,0.00044444444444444447,0.0005,-5.555555555555553e-05,-0.0007777777777777778,0.0006666666666666666,0.05,True,overlaps_er
200,4,0.1,small_world,hssp_rank_attackable_rate,100,0.0006111111111111112,0.007833333333333333,-0.007222222222222221,-0.008777777777777775,-0.005722222222222222,0.05,True,lower_than_er
200,4,0.1,small_world,hlcp_rank_attackable_rate,100,0.0006111111111111112,0.007833333333333333,-0.007222222222222221,-0.008777777777777778,-0.005722222222222223,0.05,True,lower_than_er
